filename,c1,c2,c3,alpha,cluster,PC1,PC2,PC3
Swarm-c1_1.00-c2_3.00-c3_1.00-alpha_3.00.gif,1.0,3.0,1.0,3.0,0,-10.890410401072625,-1.1404910513688422,-3.543163506383394
Swarm-c1_1.00-c2_3.00-c3_1.50-alpha_1.00.gif,1.0,3.0,1.5,1.0,0,-7.0256316229984765,-1.950361855206894,-0.022344287936997297
Swarm-c1_1.00-c2_3.00-c3_1.50-alpha_1.50.gif,1.0,3.0,1.5,1.5,0,-9.373141269668187,-2.3026311185252117,-3.596974741304156
Swarm-c1_1.00-c2_3.00-c3_1.50-alpha_2.00.gif,1.0,3.0,1.5,2.0,0,-8.861811728236574,-3.0709273836581614,-3.480248176910831
Swarm-c1_1.00-c2_3.00-c3_1.50-alpha_2.50.gif,1.0,3.0,1.5,2.5,0,-10.404168051140124,-0.8646807998401019,-3.2111209942208916
Swarm-c1_1.00-c2_3.00-c3_1.50-alpha_3.00.gif,1.0,3.0,1.5,3.0,0,-9.844238928535527,-1.430464468035675,-1.6558593183438148
Swarm-c1_1.00-c2_3.00-c3_2.00-alpha_1.00.gif,1.0,3.0,2.0,1.0,0,-9.242736213690824,-2.6650649929931474,-2.666144520261711
Swarm-c1_1.00-c2_3.00-c3_2.00-alpha_1.50.gif,1.0,3.0,2.0,1.5,0,-9.111107506259525,-3.0851861437166086,-1.95629795327742
Swarm-c1_1.00-c2_3.00-c3_2.00-alpha_2.00.gif,1.0,3.0,2.0,2.0,0,-9.30283309418118,-2.6121099868833397,-2.6613105748178634
Swarm-c1_1.00-c2_3.00-c3_2.00-alpha_2.50.gif,1.0,3.0,2.0,2.5,0,-9.693100309875016,-2.9355037634798493,-3.1654535860956803
Swarm-c1_1.00-c2_3.00-c3_2.00-alpha_3.00.gif,1.0,3.0,2.0,3.0,0,-9.177610861956266,-1.831391610597134,-2.45553035612782
Swarm-c1_1.00-c2_3.00-c3_2.50-alpha_1.00.gif,1.0,3.0,2.5,1.0,0,-7.7566418922117055,-0.9726098915141913,-1.7061049850238608
Swarm-c1_1.00-c2_3.00-c3_2.50-alpha_1.50.gif,1.0,3.0,2.5,1.5,0,-7.547068373706722,-2.3728152590194593,-1.9312795511291134
Swarm-c1_1.00-c2_3.00-c3_2.50-alpha_2.00.gif,1.0,3.0,2.5,2.0,0,-10.092943984178742,-2.1352694938329675,-3.206641668846069
Swarm-c1_1.00-c2_3.00-c3_2.50-alpha_2.50.gif,1.0,3.0,2.5,2.5,0,-8.211337696599964,-2.617977867474205,-1.6341828547092816
Swarm-c1_1.00-c2_3.00-c3_2.50-alpha_3.00.gif,1.0,3.0,2.5,3.0,0,-8.597127511509905,-1.7030177764229133,-1.6787672012356247
Swarm-c1_1.00-c2_3.00-c3_3.00-alpha_1.00.gif,1.0,3.0,3.0,1.0,0,-8.265433935040097,-0.9649763039439718,-0.7485481834937575
Swarm-c1_1.00-c2_3.00-c3_3.00-alpha_1.50.gif,1.0,3.0,3.0,1.5,0,-9.039964247581864,-1.8512387175773652,-1.6707410130435199
Swarm-c1_1.00-c2_3.00-c3_3.00-alpha_2.00.gif,1.0,3.0,3.0,2.0,0,-9.55864970027591,-3.438384220151118,-2.937970686113063
Swarm-c1_1.00-c2_3.00-c3_3.00-alpha_2.50.gif,1.0,3.0,3.0,2.5,0,-9.507475585818876,-0.8234535448507564,-2.280926029051141
Swarm-c1_1.00-c2_3.00-c3_3.00-alpha_3.00.gif,1.0,3.0,3.0,3.0,0,-9.702713784491499,-1.4895422033984658,-2.773400687288599
Swarm-c1_1.50-c2_1.00-c3_1.00-alpha_1.00.gif,1.5,1.0,1.0,1.0,1,4.111855554096101,7.6971719279641535,4.986387039314908
Swarm-c1_1.50-c2_1.00-c3_1.00-alpha_1.50.gif,1.5,1.0,1.0,1.5,6,6.891505615867612,-3.9311703468750614,-3.5264698501613387
Swarm-c1_1.50-c2_1.00-c3_1.00-alpha_2.00.gif,1.5,1.0,1.0,2.0,10,3.867217528979783,-6.751325046528316,-1.2523183302385048
Swarm-c1_1.50-c2_1.00-c3_1.00-alpha_2.50.gif,1.5,1.0,1.0,2.5,2,3.3375196822668833,-6.2448109517289865,2.9252126586413674
Swarm-c1_1.50-c2_1.00-c3_1.00-alpha_3.00.gif,1.5,1.0,1.0,3.0,10,0.2994182742020159,-5.892513034933377,3.615151389409609
Swarm-c1_1.50-c2_1.00-c3_1.50-alpha_1.00.gif,1.5,1.0,1.5,1.0,1,6.901570409381184,11.718246133611913,2.0683480089635564
Swarm-c1_1.50-c2_1.00-c3_1.50-alpha_1.50.gif,1.5,1.0,1.5,1.5,10,2.489989800824219,-2.131260415431749,-4.988550661561216
Swarm-c1_1.50-c2_1.00-c3_1.50-alpha_2.00.gif,1.5,1.0,1.5,2.0,10,1.6771656617908894,-6.192424669240544,-1.8373637686795528
Swarm-c1_1.50-c2_1.00-c3_1.50-alpha_2.50.gif,1.5,1.0,1.5,2.5,10,0.9339490628888543,-6.188869075294099,2.5299818853198457
Swarm-c1_1.50-c2_1.00-c3_1.50-alpha_3.00.gif,1.5,1.0,1.5,3.0,2,1.7620411278384907,-8.344100590984237,3.4827953510365885
Swarm-c1_1.50-c2_1.00-c3_2.00-alpha_1.00.gif,1.5,1.0,2.0,1.0,1,7.441318133252695,9.8156585468114,2.243148608538172
Swarm-c1_1.50-c2_1.00-c3_2.00-alpha_1.50.gif,1.5,1.0,2.0,1.5,6,7.488428685081815,-1.8526989697402243,-2.8103516330470737
Swarm-c1_1.50-c2_1.00-c3_2.00-alpha_2.00.gif,1.5,1.0,2.0,2.0,10,2.733455684475138,-6.739464739434001,-2.691147839417362
Swarm-c1_1.50-c2_1.00-c3_2.00-alpha_2.50.gif,1.5,1.0,2.0,2.5,10,2.379457519023077,-8.283869528895067,0.5407398820996295
Swarm-c1_1.50-c2_1.00-c3_2.00-alpha_3.00.gif,1.5,1.0,2.0,3.0,2,2.4911964130138573,-7.113251683138588,4.059534473716551
Swarm-c1_1.50-c2_1.00-c3_2.50-alpha_1.00.gif,1.5,1.0,2.5,1.0,1,2.2031202439887423,5.485565995001873,-1.1936679482529353
Swarm-c1_1.50-c2_1.00-c3_2.50-alpha_1.50.gif,1.5,1.0,2.5,1.5,6,10.695628979532241,-3.274522556072255,-3.7101163961408044
Swarm-c1_1.50-c2_1.00-c3_2.50-alpha_2.00.gif,1.5,1.0,2.5,2.0,6,9.043200459318916,-6.774202461139907,0.932925040754112
Swarm-c1_1.50-c2_1.00-c3_2.50-alpha_2.50.gif,1.5,1.0,2.5,2.5,2,5.936202700962768,-10.337511586623853,3.2081151358120152
Swarm-c1_1.50-c2_1.00-c3_2.50-alpha_3.00.gif,1.5,1.0,2.5,3.0,2,6.9994986755419255,-9.477295313729362,4.96514699985322
Swarm-c1_1.50-c2_1.00-c3_3.00-alpha_1.00.gif,1.5,1.0,3.0,1.0,1,7.985486314200043,6.67726932178466,1.0970067509672918
Swarm-c1_1.50-c2_1.00-c3_3.00-alpha_1.50.gif,1.5,1.0,3.0,1.5,6,12.96693982528688,-4.952216168322848,-6.768214767392894
Swarm-c1_1.50-c2_1.00-c3_3.00-alpha_2.00.gif,1.5,1.0,3.0,2.0,6,6.42400592401006,-5.111782297732535,1.777041525659455
Swarm-c1_1.50-c2_1.00-c3_3.00-alpha_2.50.gif,1.5,1.0,3.0,2.5,2,4.25886109897698,-8.655820076549189,2.279987409647176
Swarm-c1_1.50-c2_1.00-c3_3.00-alpha_3.00.gif,1.5,1.0,3.0,3.0,2,4.919868405714391,-8.321407887653779,4.896523265077846
Swarm-c1_1.50-c2_1.50-c3_1.00-alpha_1.00.gif,1.5,1.5,1.0,1.0,8,-8.955783568502767,4.763255451747137,-3.0537425264391613
Swarm-c1_1.50-c2_1.50-c3_1.00-alpha_1.50.gif,1.5,1.5,1.0,1.5,8,-6.2518572261923655,-0.753708317603504,-9.985031039688675
Swarm-c1_1.50-c2_1.50-c3_1.00-alpha_2.00.gif,1.5,1.5,1.0,2.0,11,-6.025099190146858,4.502314928814695,-2.940554198002307
Swarm-c1_1.50-c2_1.50-c3_1.00-alpha_2.50.gif,1.5,1.5,1.0,2.5,8,-9.57866933830514,-1.46038609242805,-6.729208304968169
Swarm-c1_1.50-c2_1.50-c3_1.00-alpha_3.00.gif,1.5,1.5,1.0,3.0,11,-8.218198501262307,-0.1200322983593182,-4.1897675086993775
Swarm-c1_1.50-c2_1.50-c3_1.50-alpha_1.00.gif,1.5,1.5,1.5,1.0,11,-5.323824729887064,4.793711459139907,-0.4299284634007959
Swarm-c1_1.50-c2_1.50-c3_1.50-alpha_1.50.gif,1.5,1.5,1.5,1.5,9,-5.280362580107607,4.93503149522886,-4.626663149999424
Swarm-c1_1.50-c2_1.50-c3_1.50-alpha_2.00.gif,1.5,1.5,1.5,2.0,11,-7.035816912955846,5.079601404466219,-2.8814603682697704
Swarm-c1_1.50-c2_1.50-c3_1.50-alpha_2.50.gif,1.5,1.5,1.5,2.5,11,-6.637129421808507,2.99359811444927,-2.6504171953135303
Swarm-c1_1.50-c2_1.50-c3_1.50-alpha_3.00.gif,1.5,1.5,1.5,3.0,11,-7.441360954376866,-0.9775931650374885,-0.8187431081731231
Swarm-c1_1.50-c2_1.50-c3_2.00-alpha_1.00.gif,1.5,1.5,2.0,1.0,11,-5.888111248555689,6.889138531344228,-0.22822594803811605
Swarm-c1_1.50-c2_1.50-c3_2.00-alpha_1.50.gif,1.5,1.5,2.0,1.5,11,-5.4914675363179475,2.197762969009891,-5.6553189339334295
Swarm-c1_1.50-c2_1.50-c3_2.00-alpha_2.00.gif,1.5,1.5,2.0,2.0,11,-5.718190205324464,2.976049521561943,-4.923618699691393
Swarm-c1_1.50-c2_1.50-c3_2.00-alpha_2.50.gif,1.5,1.5,2.0,2.5,9,-6.922215286081942,2.3364490480715663,-4.6976403843730665
Swarm-c1_1.50-c2_1.50-c3_2.00-alpha_3.00.gif,1.5,1.5,2.0,3.0,9,-8.605736624566076,-0.17679967489738477,-3.7350490287708884
Swarm-c1_1.50-c2_1.50-c3_2.50-alpha_1.00.gif,1.5,1.5,2.5,1.0,11,-4.765282911866075,5.661223120164691,-1.5913196139099406
Swarm-c1_1.50-c2_1.50-c3_2.50-alpha_1.50.gif,1.5,1.5,2.5,1.5,8,-3.3487748357273572,5.4735145264732115,-4.678960132162079
Swarm-c1_1.50-c2_1.50-c3_2.50-alpha_2.00.gif,1.5,1.5,2.5,2.0,8,-3.8478420902085464,-1.1648835360721528,-6.768975075456518
